Gene Symbol,Report Type,Report PMID,Primary Disorder(s),Associated Disorder(s)
ASXL3,Support,28831199,ASD,
ASXL3,Support,28990276,"ASD, ID","Hypotonia, dysmorphic features"
ASXL3,Support,29305346,Bainbridge-Ropers syndrome,"DD, ID, epilepsy/seizures, autistic features"
ASXL3,Support,29628764,"ID, epilepsy/seizures","Autistic features, behavioral abnormalities"
ASXL3,Support,30564305,ASD,
ASXL3,Support,31031587,ASD,ID
ASXL3,Support,31038196,ASD,
ASXL3,Support,31180560,Bainbridge-Ropers syndrome,"DD, ID, microcephaly, autistic features"
ASXL3,Support,31398340,ASD,
ASXL3,Support,31452935,ASD,
ASXL3,Support,31981491,ASD,
ASXL3,Support,32094338,ASD,
ASXL3,Support,32517662,Bainbridge-Ropers syndrome,
ATG7,Primary,25155956,,
ATG7,Recent Recommendation,27400854,,
ATG7,Support,30989111,,
ATG7,Support,31130284,"DD, ID, epilepsy/seizures",Microcephaly
ATG7,Support,31398340,ASD,
ATP10A,Highly Cited,11326269,,
ATP10A,Negative Association,11857573,ASD,
ATP10A,Primary,12851639,ASD,
ATP10A,Recent Recommendation,16517145,,
ATP10A,Support,25363768,ASD,
ATP10A,Support,25961944,ASD,
ATP10A,Support,26637798,ASD,
ATP10A,Support,30504930,ASD,
ATP10A,Support,31696658,ASD,
ATP1A1,Primary,25363760,ASD,
ATP1A1,Support,25363768,ASD,
ATP1A1,Recent Recommendation,30388404,"DD, ID, epilepsy/seizures",ASD or autistic features
ATP1A1,Support,31771860,OCD,
ATP1A1,Support,32277047,ID,Marfanoid habitus
ATP1A3,Primary,24468074,CAPOS syndrome,ASD
ATP1A3,Support,24842602,Alternating hemiplegia of childhood 2,
ATP1A3,Support,25363760,ASD,
ATP1A3,Support,26410222,Alternating hemiplegia of childhood 2,
ATP1A3,Recent Recommendation,27276195,,
ATP1A3,Support,27626066,SCZ,
ATP1A3,Support,27726050,"Ataxia, cerebellar atrophy","Epilepsy/seizures, autistic features"
ATP1A3,Support,27848944,CAPOS syndrome,
ATP1A3,Support,28708303,ID,"Epileptic encephalopathy, stereotypies"
ATP1A3,Support,29100083,Epilepsy/seizures,DD/ID
ATP1A3,Support,29286531,"DD, epilepsy/seizures",
ATP1A3,Recent Recommendation,29346770,ASD,
ATP1A3,Support,29922587,ASD,
ATP1A3,Support,32339621,Alternating hemiplegia of childhood 2,"ID, epilepsy/seizures, rapid-onset dystonia-parkin"
ATP2B2,Primary,21757185,ASD,
ATP2B2,Positive Association,22739633,ASD,
ATP2B2,Positive Association,23620727,ASD,
ATP2B2,Recent Recommendation,23715297,,
ATP2B2,Support,25363760,ASD,
ATP2B2,Support,25363768,ASD,
ATP2B2,Positive Association,28540026,"ASD, SCZ",
ATP2B2,Support,28867142,ASD,
ATP2B2,Recent Recommendation,29346770,ASD,
ATP6V0A2,Primary,25961944,ASD,
ATP6V0A2,Recent Recommendation,28831199,ASD,
ATP6V0A2,Support,31398340,ASD,
ATP8A1,Support,25363760,ASD,
ATP8A1,Primary,27287255,ASD,
ATP8A1,Support,31398340,ASD,
ATRNL1,Primary,20670697,"ASD, ID",
ATRNL1,Support,31038196,ASD,
ATRNL1,Support,31398340,ASD,
ATRX,Primary,16722615,ID,"Epilepsy, ASD"
ATRX,Support,18361425,ASD,
ATRX,Support,21267006,ID,
ATRX,Support,23352163,ASD,
ATRX,Support,24690944,"DD, ID, ASD",MCA
ATRX,Recent Recommendation,25147162,,
ATRX,Support,25167861,ID,
ATRX,Support,25533962,"ASD, DD",
ATRX,Support,25606380,"ID, epilepsy/seizures",
ATRX,Support,26539891,ID,Microcephaly
ATRX,Support,26997013,ID,"Stereotypies, absent speech"
ATRX,Support,28554332,ID,"Hypotonia, spasticity"
ATRX,Support,28708303,ID,
ATRX,Support,28831199,ASD,
ATRX,Support,29158550,DD,Hypotonia
ATRX,Support,31130284,"Macrocephaly, developmental regression",Stereotypies
ATRX,Support,31209962,"ID, ASD or autistic traits",
ATRX,Support,31406558,ASD,
ATRX,Support,31452935,ASD,
ATRX,Support,32193494,ASD,
ATRX,Support,32277047,ID,Marfanoid habitus
ATRX,Support,7697714,ID,
ATRX,Support,8644709,ID,Autistic behavior
ATXN7,Primary,21837366,ASD,
AUTS2,Primary,12160723,ASD,
AUTS2,Support,16395125,ASD,
AUTS2,Highly Cited,17211639,ID,
AUTS2,Recent Recommendation,19546859,ADHD,
AUTS2,Recent Recommendation,19567891,,
AUTS2,Recent Recommendation,19948250,,
AUTS2,Recent Recommendation,20502679,Epilepsy,
AUTS2,Recent Recommendation,20615956,,
AUTS2,Support,20635338,ASD,
AUTS2,Recent Recommendation,21471458,,
AUTS2,Support,21680558,ASD,
AUTS2,Support,22521361,ASD,
AUTS2,Recent Recommendation,22872102,"ASD, DD, ID",
AUTS2,Support,23275889,ASD,
AUTS2,Recent Recommendation,23332918,ID,ASD
AUTS2,Recent Recommendation,23349641,,
AUTS2,Support,23535821,ASD,
AUTS2,Support,23650183,DD,ID
AUTS2,Support,24459036,DD,
AUTS2,Support,24643514,ASD,
AUTS2,Support,24690944,"DD, ID, ASD",MCA
AUTS2,Support,24776741,SCZ,
AUTS2,Recent Recommendation,25180570,,
AUTS2,Recent Recommendation,25205402,ASD,"DD, ID"
AUTS2,Recent Recommendation,25519132,,
AUTS2,Support,25533962,DD,
AUTS2,Support,25851617,"ASD, DD",
AUTS2,Support,27075013,,
AUTS2,Support,27841880,"ASD, DD",
AUTS2,Support,28440294,Specific language impairment,
AUTS2,Positive Association,28540026,ASD,
AUTS2,Support,28554332,ID,"Speech delay, developmental regression"
AUTS2,Support,30923172,ID,Microcephaly
AUTS2,Recent Recommendation,30953002,,
AUTS2,Support,31130284,"ASD, DD, ID, ADHD",
AUTS2,Support,31134136,ASD,"ID, epilepsy/seizures"
AUTS2,Support,31452935,ASD,
AUTS2,Support,31788251,"ASD, DD",
AUTS2,Support,32094338,ASD,
AUTS2,Support,32477112,ASD,
AUTS2,Support,32498016,ASD,
AVP,Primary,19322170,,
AVP,Support,27066536,,
AVP,Positive Association,27242401,ASD,
AVP,Support,3246481,,
AVPR1A,Highly Cited,10466725,,
AVPR1A,Positive Association,12082568,ASD,
AVPR1A,Positive Association,15098001,ASD,
AVPR1A,Recent Recommendation,15947188,,
AVPR1A,Recent Recommendation,16205790,,
AVPR1A,Recent Recommendation,16504276,,
AVPR1A,Primary,16520824,ASD,
AVPR1A,Support,18490926,,
AVPR1A,Positive Association,20452058,ASD,
AVPR1A,Positive Association,20546835,ASD,
AVPR1A,Recent Recommendation,20838784,,
AVPR1A,Positive Association,21453499,ASD,
AVPR1A,Recent Recommendation,21980412,,
AVPR1A,Recent Recommendation,22764113,,
AVPR1A,Positive Association,25707602,ASD,
AVPR1A,Positive Association,26087016,Aggressive behavior in children,
AVPR1A,Positive Association,27874273,ALTs,AQ scores
AVPR1A,Positive Association,27920663,ASD,ASD subphenotypes
AVPR1A,Support,28263302,ASD,
AVPR1A,Positive Association,28808521,ASD,
AVPR1A,Support,29346770,ASD,
AVPR1A,Support,31674007,ASD,Macrocephaly
AVPR1A,Support,31894656,,
AVPR1B,Support,12399951,,
AVPR1B,Positive Association,17909131,Childhood-onset mood disorders,
AVPR1B,Support,18005969,,
AVPR1B,Support,19261862,,
AVPR1B,Positive Association,19598235,ALTs,
AVPR1B,Support,20298692,,
AVPR1B,Support,24863146,,
AVPR1B,Primary,27920663,ASD,
AZGP1,Support,28263302,ASD,
AZGP1,Primary,28714951,ASD,
AZGP1,Support,31398340,ASD,
BAIAP2,Highly Cited,11130076,,
BAIAP2,Highly Cited,11696321,,
BAIAP2,Recent Recommendation,19733838,ADHD,
BAIAP2,Recent Recommendation,19933840,,
BAIAP2,Recent Recommendation,20360004,,
BAIAP2,Recent Recommendation,20707603,,
BAIAP2,Primary,20888579,ASD,
BAIAP2,Support,21865298,ASD,
BAIAP2,Recent Recommendation,22179776,,
BAIAP2,Recent Recommendation,24392092,,
BAIAP2,Support,31674007,ASD,Macrocephaly
BAIAP2,Support,32116566,,
BAZ2B,Primary,25363768,ASD,
BAZ2B,Support,27479843,ID,
BAZ2B,Support,28554332,"ASD, ID",
BAZ2B,Recent Recommendation,28867142,ASD,
BAZ2B,Support,31398340,ASD,
BAZ2B,Recent recommendation,31999386,"ASD, DD, ID",
BBS4,Primary,23375656,ASD,
BBS4,Support,27848944,Bardet-Biedl syndrome 4,"ID, epilepsy/seizures, microcephaly"
BBS4,Positive Association,28472652,Tourette syndrome,
BBS4,Support,31398340,ASD,
BBS4,Support,31674007,ASD,Macrocephaly
BCAS1,Support,25533962,Unknown diagnosis,
BCAS1,Primary,25549968,ASD,
BCAS1,Support,31398340,ASD,
BCAS1,Support,32820185,ASD,
BCKDK,Primary,22956686,Branched-chain ketoacid dehydrogenase kinase defic,"ASD, ID, epilepsy"
BCKDK,Recent Recommendation,23716694,,
BCKDK,Recent Recommendation,24449431,Branched-chain ketoacid dehydrogenase kinase defic,DD
BCKDK,Support,31398340,ASD,
BCL11A,Primary,22542183,ASD,
BCL11A,Support,24810580,CAS,DD
BCL11A,Recent Recommendation,25363760,ASD,
BCL11A,Support,25533962,"ASD, DD, ID",
BCL11A,Support,25938782,"ASD, DD",SCZ
BCL11A,Support,25979662,DD,"Dysmorphic features, brain malformations"
BCL11A,Recent Recommendation,26182416,,
BCL11A,Recent Recommendation,26401017,ASD,
BCL11A,Recent Recommendation,27453576,ID,Microcephaly
BCL11A,Support,27699255,,
BCL11A,Support,27841880,"DD, hypotonia, macrocephaly",
BCL11A,Support,28333917,"Psychomotor retardation, movement disorder","Dystonia, chorea"
BCL11A,Support,28573701,"Speech delay, autistic features, motor stereotypie",Hypotonia
BCL11A,Support,28628100,"ASD, DD",
BCL11A,Support,28891213,"ASD, ID",
BCL11A,Support,28960836,ID,"Childhood apraxia of speech, dyspraxia, hypotonia"
BCL11A,Support,31873310,ASD,
BCL11A,Support,31981491,ASD,
BCL11A,Support,32382396,DD,
BCL2,Highly Cited,15233914,,
BCL2,Recent Recommendation,19854241,ASD,
BCL2,Primary,20375269,ASD,
BCL2,Recent Recommendation,20460269,,
BCL2,Recent Recommendation,20648653,ASD,
BCL2,Recent Recommendation,21300885,,
BCL2,Highly Cited,2250705,,
BCL2,Highly Cited,8358790,,
BCL2,Highly Cited,8402909,,
BCL2,Highly Cited,9027314,,
BCORL1,Support,25363768,ASD,
BCORL1,Primary,30941876,"ASD, ID","ADHD, epilepsy/seizures, dysmorphic features"
BCORL1,Support,31130284,Motor delay,Autistic features
BCORL1,Support,31452935,ASD,
BDNF,Highly Cited,11357950,,
BDNF,Support,15165668,,
BDNF,Support,16181614,,
BDNF,Support,16876305,,
BDNF,Primary,22951260,,
BDNF,Recent Recommendation,25182223,,
BDNF,Negative Association,26820673,ASD,
BDNF,Recent Recommendation,27501933,,
BDNF,Recent Recommendation,27506602,,
BDNF,Support,28397838,ID,
BDNF,Support,29935919,ASD,
BDNF,Support,31591381,ASD,
BICDL1,Primary,19404256,ASD,
BICDL1,Positive Association,22935194,ASD,
BIN1,Support,20142620,ID,Centronuclear myopathy
BIN1,Primary,22935194,ASD,
BIN1,Support,23275889,ASD,
BIRC6,Primary,22542183,ASD,
BIRC6,Recent Recommendation,25363760,ASD,
BIRC6,Recent Recommendation,25621899,ASD,
BIRC6,Recent Recommendation,26938441,,
BIRC6,Support,28440294,Specific language impairment,
BIRC6,Support,28714951,ASD,
BIRC6,Support,28965761,ASD,
BIRC6,Support,30504930,ASD,
BIRC6,Support,31398340,ASD,
BIRC6,Support,31674007,ASD,Macrocephaly
BRAF,Highly Cited,16439621,,
BRAF,Highly Cited,16474404,,
BRAF,Support,17704260,Cardiofaciocutaneous syndrome,Autistic features
BRAF,Recent Recommendation,24101678,Cardiofaciocutaneous syndrome,Autistic features
BRAF,Primary,24458522,Cardiofaciocutaneous syndrome,"Autistic features, ID"
BRAF,Support,25363760,ASD,
BRAF,Support,25533962,DD,
BRAF,Support,31130284,"ID, motor delay",
BRCA2,Primary,22495311,ASD,
BRCA2,Support,25363760,ASD,
BRCA2,Support,26846091,"ID, epilepsy/seizures",Microcephaly
BRCA2,Support,30675382,ASD,
BRCA2,Support,31674007,ASD,Macrocephaly
BRD4,Primary,22542183,ASD,
BRD4,Support,25961944,ASD,
BRD4,Recent Recommendation,28823556,,
BRD4,Recent Recommendation,29379197,"DD, ID","Microcephaly, OCD"
BRINP1,Primary,24528488,,
BRINP1,Recent Recommendation,27042284,,
BRINP3,Support,27826231,,
BRINP3,Primary,32820185,ASD,
BRSK2,Primary,25363760,ASD,
BRSK2,Support,25363768,ASD,
BRSK2,Recent Recommendation,30879638,"ASD, DD, ID","Speech delay, motor delay, developmental regressio"
BRSK2,Recent Recommendation,31452935,ASD,
BRWD3,Primary,17668385,ID,Macrocephaly
BRWD3,Support,28475857,ID,Macrocephaly
BRWD3,Recent Recommendation,31714006,ID,ASD
BST1,Support,24634087,ASD,Asthma
BST1,Support,24795584,,
BST1,Primary,26010484,ASD,
BST1,Recent Recommendation,28340569,,
BST1,Negative Association,29216786,ASD,
BTAF1,Primary,22016809,ASD,AS
BTAF1,Support,25363768,ASD,
BTAF1,Support,25574603,ASD,
BTAF1,Recent Recommendation,26401017,ASD,
BTAF1,Support,29754769,ASD,
BTAF1,Support,31209396,ASD,
BTAF1,Support,31452935,ASD,
BTRC,Primary,25363760,ASD,
BTRC,Recent Recommendation,31398340,ASD,
C12orf57,Support,23453665,DD,Epilepsy/seizures
C12orf57,Primary,23453666,"DD, ID",Epilepsy/seizures
C12orf57,Support,23633300,"DD, ID",Epilepsy/seizures
C12orf57,Support,24798461,Temtamy syndrome,"DD, ID, epilepsy/seizures, autistic behavior"
C12orf57,Support,25363768,ASD,
C12orf57,Support,25558065,"DD, epilepsy",
C12orf57,Support,27435318,"DD, ID",
C12orf57,Support,27848944,Temtamy syndrome,ASD
C12orf57,Support,28097321,Temtamy syndrome,"ID, hypotonia"
C12orf57,Recent Recommendation,29383837,Temtamy syndrome,Autistic behavior
C12orf57,Support,31130284,Temtamy syndrome,"DD, ID, ASD, epilepsy/seizures"
C15orf62,Primary,22495309,ASD,
C15orf62,Recent Recommendation,28831199,ASD,
C4B,Primary,15694999,ASD,
C4B,Support,30675382,ASD,
C4B,Highly Cited,6401549,,
C4B,Highly Cited,7541036,,
C4B,Positive Association,7760985,ASD,
C4B,Positive Association,8118537,ASD,
CA6,Highly Cited,10616163,,
CA6,Recent Recommendation,18091364,,
CA6,Primary,19557195,ASD,
CA6,Highly Cited,6943587,,
CA6,Highly Cited,8761494,,
CA6,Highly Cited,9784398,,
CACNA1A,Support,23595603,,
CACNA1A,Support,25363768,ASD,
CACNA1A,Primary,25735478,"DD, ID, ADHD, ASD, epileptic encephalopathy","Learning difficulties, ataxia"
CACNA1A,Negative Association,26566276,ASD,
CACNA1A,Recent Recommendation,26758833,,
CACNA1A,Recent Recommendation,26938441,,
CACNA1A,Support,27476654,Epilepsy/seizures,
CACNA1A,Support,27479843,ID,
CACNA1A,Support,28327206,DD,"Hypotonia, cerebellar atrophy"
CACNA1A,Support,28333917,Cerebellar ataxia,Oculomotor apraxia
CACNA1A,Support,29100083,Epilepsy/seizures,DD/ID
CACNA1A,Support,30142438,Epilepsy/seizures,"ID, ataxia"
CACNA1A,Support,30945278,Epilepsy/seizures,ID
CACNA1A,Support,31031587,ASD,Epilepsy/seizures
CACNA1A,Support,31036916,DD,
CACNA1A,Support,31139143,"ASD, epilepsy/seizures",
CACNA1A,Support,32429945,ID,
CACNA1B,Positive Association,19065143,"SCZ, BPD",
CACNA1B,Positive Association,20489179,SCZ,
CACNA1B,Support,21703448,Epilepsy,
CACNA1B,Primary,22890305,"ASD, DD, ID",
CACNA1B,Support,23275889,ASD,
CACNA1B,Support,25363760,ASD,
CACNA1B,Support,28867142,ASD,
CACNA1B,Support,30982612,"DD, epilepsy/seizures","Developmental regression, microcephaly, hypotonia"
CACNA1B,Support,31038196,ASD,
CACNA1C,Highly Cited,11441182,,
CACNA1C,Primary,15454078,Timothy syndrome,ASD
CACNA1C,Recent Recommendation,15863612,Timothy syndrome,
CACNA1C,Recent Recommendation,16289402,,
CACNA1C,Recent Recommendation,17640527,,
CACNA1C,Recent Recommendation,17698014,,
CACNA1C,Recent Recommendation,18174367,,
CACNA1C,Recent Recommendation,18250309,,
CACNA1C,Recent Recommendation,18458091,,
CACNA1C,Recent Recommendation,18711365,BPD,
CACNA1C,Recent Recommendation,19065143,BPD,
CACNA1C,Recent Recommendation,19074970,,
CACNA1C,Recent Recommendation,20819988,SCZ,
CACNA1C,Recent Recommendation,21186355,,
CACNA1C,Support,21624971,ASD,
CACNA1C,Support,21703448,Epilepsy,
CACNA1C,Recent Recommendation,21812127,,
CACNA1C,Positive Association,21926974,"SCZ, BPD",
CACNA1C,Support,22120178,,
CACNA1C,Support,23241247,ASD,
CACNA1C,Recent Recommendation,23313911,,
CACNA1C,Positive Association,23453885,"ASD, ADHD, BPD, MDD, SCZ",
CACNA1C,Recent Recommendation,23677916,,
CACNA1C,Recent Recommendation,23680436,,
CACNA1C,Support,23849776,ASD,
CACNA1C,Recent Recommendation,23979604,Timothy syndrome,BPD
CACNA1C,Support,24066114,ASD,"ID, epilepsy"
CACNA1C,Support,24690944,"DD, ID, ASD",MCA
CACNA1C,Recent Recommendation,25290268,,
CACNA1C,Support,25363768,ASD,
CACNA1C,Recent Recommendation,25403839,,
CACNA1C,Recent Recommendation,25633834,,
CACNA1C,Positive Association,26204268,ASD,
CACNA1C,Support,26637798,ASD,
CACNA1C,Support,26845707,ASD,
CACNA1C,Recent Recommendation,27066530,,
CACNA1C,Support,27841880,"DD, ID, PDD",
CACNA1C,Positive Association,29483656,SCZ,
CACNA1C,Recent Recommendation,29773754,,
CACNA1C,Support,30304534,,
CACNA1C,Support,31130284,"ID, epilepsy/seizures, speech delay",Stereotypies
CACNA1C,Negative Association,31334289,ASD,
CACNA1C,Support,31452935,ASD,
CACNA1C,Support,31805042,,
CACNA1C,Support,31868578,Timothy syndrome,
CACNA1C,Support,31953239,DD,
CACNA1C,Highly Cited,8622942,,
CACNA1D,Primary,10611367,Self-biting,
CACNA1D,Highly Cited,11285265,,
CACNA1D,Support,15689539,,
CACNA1D,Recent Recommendation,16172271,,
CACNA1D,Support,21703448,Epilepsy,
CACNA1D,Support,22495309,ASD,
CACNA1D,Support,22542183,ASD,
CACNA1D,Support,23913001,,
CACNA1D,Recent Recommendation,25363760,ASD,
CACNA1D,Support,25533962,Unknown diagnosis,
CACNA1D,Recent Recommendation,25620733,,
CACNA1D,Support,27255217,,
CACNA1D,Support,28472301,"ASD, ID, epilepsy/seizures",
CACNA1D,Support,28714951,ASD,
CACNA1D,Support,28831199,ASD,
CACNA1D,Support,29286531,Epilepsy/seizures,
CACNA1D,Positive Association,29483656,SCZ,
CACNA1D,Support,30465465,,
CACNA1D,Support,31139143,"ASD, epilepsy/seizures",
CACNA1D,Support,31220273,ASD,
CACNA1D,Support,31838722,ASD,
CACNA1E,Support,16631598,,
CACNA1E,Support,21482359,,
CACNA1E,Primary,22495309,ASD,
CACNA1E,Support,22495311,ASD,
CACNA1E,Support,24790266,,
CACNA1E,Recent Recommendation,26938441,,
CACNA1E,Support,27513193,Neuromuscular disorder,
CACNA1E,Support,28344757,ASD,
CACNA1E,Recent Recommendation,30343943,"DD, epilepsy/seizures",
CACNA1E,Support,31406558,ASD,
CACNA1E,Support,31771860,OCD,
CACNA1E,Support,31981491,ASD,
CACNA1E,Support,32530565,"ASD, DD",
CACNA1F,Highly Cited,14973233,,
CACNA1F,Recent Recommendation,16155113,,
CACNA1F,Recent Recommendation,16650384,SCZ,
CACNA1F,Recent Recommendation,19717559,,
CACNA1F,Recent Recommendation,20238058,,
CACNA1F,Support,21703448,Epilepsy,
CACNA1F,Support,32530565,"ASD, DD",
CACNA1F,Primary,9662399,X-linked congenital stationary night blindness (CS,
CACNA1G,Highly Cited,10493502,,
CACNA1G,Highly Cited,11498049,,
CACNA1G,Highly Cited,12853961,,
CACNA1G,Recent Recommendation,19003958,,
CACNA1G,Recent Recommendation,19211869,,
CACNA1G,Primary,19455149,ASD,
CACNA1G,Recent Recommendation,19520861,,
CACNA1G,Recent Recommendation,20498062,,
CACNA1G,Support,21703448,Epilepsy,
CACNA1G,Support,22542183,ASD,
CACNA1G,Support,23241247,ASD,
CACNA1G,Support,25363768,ASD,
CACNA1G,Support,25533962,Unknown diagnosis,
CACNA1G,Support,25558065,ID,
CACNA1G,Recent Recommendation,26456284,Cerebellar ataxia,
CACNA1G,Recent Recommendation,26938441,,
CACNA1G,Recent Recommendation,27112236,,
CACNA1G,Positive Association,28540026,ASD,
CACNA1G,Support,29878067,"Early-onset cerebellar atrophy, cerebellar ataxia","DD, ID, epilepsy/seizures, autistic behavior"
CACNA1G,Support,31231135,Epilepsy/seizures,
CACNA1H,Highly Cited,14729682,,
CACNA1H,Primary,16754686,ASD,
CACNA1H,Recent Recommendation,16759699,,
CACNA1H,Recent Recommendation,17215393,,
CACNA1H,Recent Recommendation,17696120,,
CACNA1H,Recent Recommendation,18230611,,
CACNA1H,Recent Recommendation,18292205,,
CACNA1H,Recent Recommendation,19052226,,
CACNA1H,Recent Recommendation,19131331,,
CACNA1H,Recent Recommendation,19144837,,
CACNA1H,Recent Recommendation,20424171,,
CACNA1H,Support,21703448,Epilepsy,
CACNA1H,Recent Recommendation,22130660,,
CACNA1H,Recent Recommendation,22431737,,
CACNA1H,Support,25363768,ASD,
CACNA1H,Support,25533962,Unknown diagnosis,
CACNA1H,Recent Recommendation,26401017,ASD,
CACNA1H,Support,26539891,ID,Microcephaly
CACNA1H,Support,26637798,ASD,
CACNA1H,Support,27620904,ID,
CACNA1H,Support,29346770,ASD,
CACNA1H,Support,30631761,"DD, ID",Epilepsy/seizures
CACNA1H,Support,30686625,Epilepsy/seizures,"ASD, ADHD, DD"
CACNA1H,Support,31139143,"ASD, epilepsy/seizures",
CACNA1H,Support,31398340,ASD,
CACNA1H,Support,31452935,ASD,
CACNA1H,Support,31696658,ASD,
CACNA1I,Primary,23241247,ASD,
CACNA1I,Support,23911319,SCZ,
CACNA1I,Support,25363760,ASD,
CACNA1I,Recent Recommendation,26401017,ASD,
CACNA1I,Support,27756899,SCZ,
CACNA1I,Support,28714951,ASD,
CACNA1I,Support,31398340,ASD,
CACNA2D1,Support,25074461,"DD, ID, epilepsy/seizures",
CACNA2D1,Primary,25363768,ASD,
CACNA2D1,Recent Recommendation,30054448,,
CACNA2D3,Primary,22542183,ASD,
CACNA2D3,Recent Recommendation,25363760,ASD,
CACNA2D3,Support,27824329,ASD,
CACNA2D3,Support,27841880,Dysmorphic features,
CACNA2D3,Support,28263302,ASD,
CACNA2D3,Support,30564305,ASD,
CACNA2D3,Support,31981491,ASD,
CACNB1,Primary,32717741,ASD,"DD, ID, ADHD"
CACNB2,Positive Association,23453885,"ASD, ADHD, BPD, MDD, SCZ",
CACNB2,Primary,24752249,ASD,Epilepsy
CACNB2,Support,25621899,ASD,
CACNB2,Positive Association,29483656,SCZ,
CACNB2,Support,31887354,ASD,
CACNB2,Support,32506348,"ASD, DD, ID",
CADM1,Highly Cited,12202822,,
CADM1,Recent Recommendation,18054859,,
CADM1,Recent Recommendation,18606990,,
CADM1,Recent Recommendation,18615557,,
CADM1,Primary,18957284,ASD,
CADM1,Recent Recommendation,21364653,,
CADM1,Support,23632794,ASD,ID
CADM1,Support,27667684,ASD,
CADM1,Support,29554876,ASD,
CADM2,Support,18615557,,
CADM2,Primary,21996756,ASD,
CADM2,Positive Association,25477900,ASD,
CADM2,Support,31452935,ASD,
CADPS,Support,27225129,Education attainment,
CADPS,Primary,30804558,ASD,
CADPS,Support,31231135,Epilepsy/seizures,
CADPS2,Primary,12659812,ASD,
CADPS2,Recent Recommendation,17344385,,
CADPS2,Support,17380209,ASD,
CADPS2,Recent Recommendation,17428348,,
CADPS2,Recent Recommendation,20171287,,
CADPS2,Recent Recommendation,21626674,,
CADPS2,Support,23375656,ASD,
CADPS2,Recent Recommendation,23715297,,
CADPS2,Recent Recommendation,24737869,"ASD, ID",Epilepsy
CADPS2,Recent Recommendation,24923991,,
CADPS2,Support,27841880,"DD, dysmorphic features",
CADPS2,Support,28072833,ID,
CAMK2A,Primary,25363768,ASD,
CAMK2A,Recent Recommendation,28130356,,
CAMK2A,Recent Recommendation,29100089,ID,Autistic features
CAMK2A,Positive Association,29147782,ASD,Non-verbal communication (ADI-R Domains B1 + B4)
CAMK2A,Support,29560374,"ID, epilepsy/seizures","Autistic behavior, stereotypies"
